Name,Price,Year,Mileage,Transmission,Fuel Type,Seats,Owners,Doors,Engine
BMW X5,"£39,000",2019,"45,641 miles",Semi-automatic,Diesel,5 seats,3 owner(s),5 doors,3
Renault Captur,"£15,700",2021,"7,617 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.3
Vauxhall Mokka X,"£10,295",2017,"52,505 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.4
Skoda Fabia,"£17,595",2023,"6,860 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Land Rover Defender,"£71,558",Not reported,10 miles,Automatic,Diesel,5 seats,296.4 bhp,Not reported,3
Audi A3,"£36,995",2023,"3,185 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi RS Q3,"£44,990",2020,"21,039 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2.5
Nissan Qashqai,"£12,865",2020,"38,004 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.3
Nissan Qashqai,"£19,744",2020,"20,728 miles",Semi-automatic,Diesel,5 seats,2 owner(s),5 doors,1.5
Nissan Qashqai,"£27,495",2023,"17,201 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.3
Land Rover Defender,"£58,672",2021,"34,419 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,3
Volkswagen Touareg,"£59,995",2023,100 miles,Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Citroen C3 Aircross,"£11,890",2020,"24,462 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Renault Captur,"£10,535",2017,"32,550 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.2
Land Rover Range Rover Sport,"£99,980",2023,"3,125 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Audi A1,"£15,795",2017,"9,213 miles",Semi-automatic,Petrol,4 seats,1 owner(s),3 doors,1.4
Volvo XC40,"£24,495",2019,"41,812 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Volkswagen Golf,"£37,990",2023,"4,019 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Nissan X-Trail,"£18,425",2019,"9,046 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1.3
Land Rover Defender,"£91,472",Not reported,10 miles,Automatic,Diesel,5 seats,296.4 bhp,Not reported,3
Renault Captur,"£18,990",2021,"12,410 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Nissan Ariya,"£31,445",2022,"5,029 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Toyota C-HR,"£29,400",2023,"18,677 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Nissan Juke,"£17,995",2021,"17,487 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Peugeot 2008,"£16,995",2020,"20,962 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Volkswagen Caravelle,"£39,990",2019,"60,841 miles",Semi-automatic,Diesel,7 seats,2 owner(s),5 doors,2
Ford Focus,"£16,010",2021,"15,149 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Tiguan Allspace,"£28,499",2020,"26,151 miles",Semi-automatic,Petrol,7 seats,1 owner(s),5 doors,2
MINI Hatchback,"£15,790",2020,"13,575 miles",Manual,Petrol,4 seats,1 owner(s),3 doors,1.5
Kia Sportage,"£16,459",2021,"49,619 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.6
Land Rover Defender,"£71,500",2022,"6,587 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Nissan Juke,"£16,225",2021,"7,903 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Dacia Duster,"£12,300",2020,"15,372 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Golf,"£15,995",2018,"34,164 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.5
SEAT Arona,"£19,499",2023,100 miles,Manual,Petrol,5 seats,1 owner(s),5 doors,1
Citroen C4 X,"£25,490",2023,"2,265 miles",Automatic,Electric,5 seats,1 owner(s),4 doors,N/A
Volkswagen Golf,"£34,480",2023,"7,799 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Kia Ceed,"£19,650",2019,"17,687 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.4
Land Rover Range Rover Evoque,"£28,850",2020,"54,957 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Ford Kuga,"£22,676",2021,"11,106 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Ford Focus,"£17,614",2021,"25,870 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Mercedes-Benz GLA,"£18,295",2019,"31,111 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.6
Dacia Duster,"£12,995",2021,"9,800 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
BMW X5,"£39,000",2019,"45,641 miles",Semi-automatic,Diesel,5 seats,3 owner(s),5 doors,3
Renault Captur,"£18,990",2021,"12,410 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Land Rover Defender,"£91,472",Not reported,10 miles,Automatic,Diesel,5 seats,296.4 bhp,Not reported,3
Nissan Juke,"£17,995",2021,"17,487 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Caravelle,"£39,990",2019,"60,841 miles",Semi-automatic,Diesel,7 seats,2 owner(s),5 doors,2
Nissan X-Trail,"£18,425",2019,"9,046 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1.3
Renault Captur,"£15,700",2021,"7,617 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.3
Vauxhall Mokka X,"£10,295",2017,"52,505 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.4
Land Rover Defender,"£71,558",Not reported,10 miles,Automatic,Diesel,5 seats,296.4 bhp,Not reported,3
Skoda Fabia,"£17,595",2023,"6,860 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Kia Picanto,"£9,495",2021,"35,000 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Ford Focus,"£16,010",2021,"15,149 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Toyota Yaris Cross,"£21,508",2023,"7,204 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Renault Captur,"£21,995",2022,"9,000 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Renault Clio,"£15,750",2022,"5,364 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
SEAT Leon,"£12,989",2021,"38,856 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Nissan Qashqai,"£15,695",2021,"20,986 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.3
Nissan Juke,"£14,995",2020,"8,000 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Kia ProCeed,"£15,500",2019,"33,535 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.4
Dacia Duster,"£18,995",2022,357 miles,Manual,Petrol,5 seats,1 owner(s),5 doors,1.3
Dacia Duster,"£18,995",2022,357 miles,Manual,Petrol,5 seats,1 owner(s),5 doors,1.3
Renault Kadjar,"£13,795",2019,"20,908 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.3
SEAT Arona,"£13,750",2019,"29,000 miles",Manual,Petrol,5 seats,4 owner(s),5 doors,1
Renault Captur,"£20,490",2021,"10,131 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Nissan Leaf,"£19,799",2022,"8,999 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Nissan Leaf,"£24,999",2023,"7,999 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Land Rover Discovery,"£54,475",2021,"23,738 miles",Automatic,Diesel,7 seats,1 owner(s),5 doors,3
Nissan Qashqai,"£26,399",2023,"16,404 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Land Rover Defender,"£71,500",2022,"6,587 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Ford Kuga,"£22,676",2021,"11,106 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Ford Focus,"£17,614",2021,"25,870 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Kia Ceed,"£19,650",2019,"17,687 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.4
Land Rover Range Rover Evoque,"£28,850",2020,"54,957 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,2
Kia Sportage,"£16,459",2021,"49,619 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.6
Mercedes-Benz GLA,"£18,295",2019,"31,111 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.6
Peugeot 5008,"£21,989",2021,"37,327 miles",Manual,Diesel,7 seats,1 owner(s),5 doors,1.5
Ford Fiesta,"£14,413",2020,"7,100 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
SEAT Leon,"£15,241",2021,"36,892 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
SEAT Ibiza,"£16,195",2020,"14,150 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Citroen C4 Picasso,"£9,190",2018,"37,512 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.6
Renault Arkana,"£25,025",2023,"2,362 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),4 doors,1.6
Mitsubishi Outlander,"£18,895",2019,"40,300 miles",Automatic,Hybrid,5 seats,3 owner(s),5 doors,2.4
Audi A6,"£22,495",2017,"37,000 miles",Semi-automatic,Diesel,5 seats,2 owner(s),5 doors,2
Vauxhall Mokka,"£16,495",2021,"11,637 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Land Rover Defender,"£79,990",2022,"3,568 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Hyundai i20,"£13,650",2021,"19,714 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1
Mazda 3,"£21,950",2023,10 miles,Manual,Petrol,5 seats,1 owner(s),5 doors,2
Nissan Juke,"£12,951",2020,"32,950 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Nissan Juke,"£14,845",2021,"8,066 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Nissan Qashqai,"£10,951",2016,"22,981 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Renault Captur,"£9,995",2019,"42,000 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.5
Toyota C-HR,"£18,999",2020,"30,432 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Honda NSX,"£99,950",2019,"17,979 miles",Semi-automatic,Hybrid,2 seats,2 owner(s),2 doors,N/A
Toyota Yaris Cross,"£20,215",2021,"10,240 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Vauxhall Crossland,"£16,995",2022,"10,721 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.2
Toyota Yaris Cross,"£21,966",2023,"19,205 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Skoda Kodiaq,"£37,695",2023,"12,267 miles",Automatic,Diesel,7 seats,1 owner(s),5 doors,2
Nissan Leaf,"£20,451",2023,"5,000 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
BMW X5,"£40,000",2019,"47,893 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Volkswagen Tiguan,"£36,999",2023,"6,500 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.4
Jeep Compass,"£17,609",2021,"17,108 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.4
Volkswagen Up,"£7,695",2016,"21,406 miles",Manual,Petrol,4 seats,1 owner(s),3 doors,1
Nissan Leaf,"£19,799",2022,"8,999 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Nissan Leaf,"£24,999",2023,"7,999 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Captur,"£20,490",2021,"10,131 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Toyota Aygo X,"£15,500",2022,"13,200 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Citroen Berlingo,"£27,980",2023,127 miles,Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Land Rover Discovery,"£54,475",2021,"23,738 miles",Automatic,Diesel,7 seats,1 owner(s),5 doors,3
Renault Captur,"£9,495",2019,"65,595 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,N/A
Citroen C3,"£12,689",2022,"10,545 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.5
BMW 3 Series,"£28,500",2020,"31,578 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Toyota Aygo X,"£14,662",2022,"10,720 miles",Automatic,Petrol,4 seats,1 owner(s),5 doors,1
Ford Fiesta,"£14,413",2020,"7,100 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Toyota Aygo X,"£16,440",2023,"3,000 miles",Automatic,Petrol,4 seats,1 owner(s),5 doors,1
Nissan Leaf,"£20,451",2023,"5,000 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen Up,"£7,695",2016,"21,406 miles",Manual,Petrol,4 seats,1 owner(s),3 doors,1
Mazda 3,"£21,950",2023,10 miles,Manual,Petrol,5 seats,1 owner(s),5 doors,2
Nissan Ariya,"£37,999",2022,"16,620 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen Tiguan,"£36,999",2023,"6,500 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.4
BMW X5,"£40,000",2019,"47,893 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Land Rover Range Rover Sport,"£45,000",2021,"30,185 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Audi A3,"£21,000",2020,"28,465 miles",Manual,Petrol,5 seats,2 owner(s),4 doors,1.5
Citroen C3 Aircross,"£11,765",2020,"19,299 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
MG GS,"£10,451",2017,"46,134 miles",Semi-automatic,Petrol,5 seats,3 owner(s),5 doors,1.5
Kia Sportage,"£11,250",2017,"54,760 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.7
Nissan Qashqai,"£22,999",2023,"5,000 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1.3
Land Rover Discovery Sport,"£44,610",2023,"4,546 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Nissan Qashqai,"£21,916",2021,"24,806 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1.3
Toyota Yaris Cross,"£20,215",2021,"10,240 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
BMW 3 Series,"£28,500",2020,"31,578 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Nissan Juke,"£12,951",2020,"32,950 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Nissan Qashqai,"£10,951",2016,"22,981 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Nissan Qashqai,"£10,951",2016,"22,981 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Toyota C-HR,"£18,999",2020,"30,432 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Skoda Kodiaq,"£37,695",2023,"12,267 miles",Automatic,Diesel,7 seats,1 owner(s),5 doors,2
Toyota Yaris Cross,"£21,966",2023,"19,205 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Renault Captur,"£9,995",2019,"42,000 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.5
Volkswagen ID.5,"£41,990",2023,"6,500 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Dacia Sandero Stepway,"£17,995",2023,10 miles,Manual,Petrol,5 seats,1 owner(s),5 doors,1
Citroen C3,"£12,689",2022,"10,545 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.5
Skoda Fabia,"£18,900",2022,"7,383 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Dacia Sandero,"£9,395",2021,"28,863 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Toyota Yaris Cross,"£23,118",2023,"4,811 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Renault Captur,"£9,495",2019,"65,595 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,N/A
Volvo C40,"£51,000",2023,"6,456 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Kia Sportage,"£16,500",2019,"44,671 miles",Automatic,Diesel,5 seats,1 owner(s),5 doors,1.6
Skoda Enyaq,"£41,475",2023,643 miles,Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Land Rover Range Rover Sport,"£42,990",2020,"23,218 miles",Semi-automatic,Diesel,5 seats,3 owner(s),5 doors,3
Land Rover Discovery,"£53,440",2021,"21,166 miles",Automatic,Diesel,7 seats,1 owner(s),5 doors,3
Kia Sportage,"£28,500",2022,"9,991 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Nissan Juke,"£13,325",2020,"29,705 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Suzuki Swift,"£9,251",2019,"46,363 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1
Dacia Sandero Stepway,"£8,495",2019,"23,929 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,N/A
Renault Megane,"£13,795",2019,"17,686 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.3
Nissan Micra,"£13,965",2022,"22,636 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1
Kia Sportage,"£26,350",2022,"7,117 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.6
Nissan Qashqai,"£31,885",2023,"6,362 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.3
Lexus NX,"£34,819",2021,"19,502 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.5
Volvo V60,"£26,490",2021,"14,600 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC60,"£44,490",2022,"19,598 miles",Semi-automatic,Hybrid,5 seats,2 owner(s),5 doors,2
Ford Kuga,"£12,500",2016,"64,837 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,2
Toyota Yaris,"£9,999",2018,"34,324 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.5
Ford Kuga,"£22,499",2021,"15,863 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.5
Ford Focus,"£21,266",2023,"1,241 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1
Kia Niro,"£20,495",2019,"23,000 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,1.6
Kia Sportage,"£19,995",2021,"15,900 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Sportage,"£24,495",2021,"29,000 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Niro,"£29,795",2023,"13,468 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Picanto,"£10,695",2018,"17,500 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.3
Kia Niro,"£21,995",2020,"22,036 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,1.6
Kia Optima,"£11,995",2019,"46,000 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,N/A
Kia Picanto,"£9,095",2021,"16,400 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Kia XCeed,"£15,995",2020,"16,100 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,N/A
Kia Sportage,"£32,995",2023,"9,236 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Stonic,"£11,295",2018,"59,000 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.6
Kia Sportage,"£27,995",2023,"8,583 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.6
Kia ProCeed,"£23,795",2021,"8,000 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1.6
Kia Sportage,"£28,495",2023,"3,963 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.6
Kia Sportage,"£38,495",2023,"5,658 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Picanto,"£10,895",2023,"5,194 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Kia Niro,"£24,295",2023,"15,042 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Picanto,"£9,495",2022,"12,047 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Kia Sportage,"£16,795",2020,"30,586 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.6
Kia Sportage,"£34,995",2023,"21,113 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Stonic,"£16,295",2021,"13,706 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1
Kia Picanto,"£11,250",2018,"30,000 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.3
Ford Focus,"£17,995",2020,"15,471 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Hyundai i20,"£15,199",2022,"11,337 miles",Manual,Hybrid,5 seats,1 owner(s),5 doors,1
Volkswagen T-Roc,"£16,635",2018,"51,168 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,2
Ford Focus,"£19,595",2021,"18,634 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Kia Ceed,"£14,775",2020,"26,319 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.4
Ford EcoSport,"£12,495",2020,"11,212 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Hyundai Tucson,"£17,299",2019,"4,856 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.6
Hyundai Tucson,"£14,950",2020,"13,734 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.6
Kia Ceed,"£13,469",2019,"28,011 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1
Kia Niro,"£18,531",2022,"18,782 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Sportage,"£18,964",2020,"23,557 miles",Manual,Hybrid,5 seats,2 owner(s),5 doors,1.6
Hyundai IONIQ 5,"£46,950",2023,15 miles,Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Toyota Corolla,"£26,495",2023,"4,828 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Kia Ceed,"£18,009",2019,"1,936 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Hyundai Tucson,"£28,350",2021,"19,591 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Hyundai Tucson,"£34,599",2023,"5,679 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Mazda 3,"£15,325",2020,"28,171 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,2
Hyundai IONIQ 5,"£30,199",2021,"15,751 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Hyundai i10,"£15,999",2023,297 miles,Manual,Petrol,5 seats,1 owner(s),5 doors,1
Hyundai i10,"£12,399",2021,"13,300 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Kia Niro,"£16,409",2020,"18,755 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Sportage,"£31,711",2022,"10,275 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Rio,"£20,319",2023,"6,050 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1
Hyundai Tucson,"£13,600",2020,"30,273 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.6
Kia XCeed,"£18,750",2020,"10,026 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.4
Kia XCeed,"£18,000",2022,"8,570 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Kia XCeed,"£18,710",2022,"31,147 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.5
Kia Sportage,"£18,022",2022,"20,933 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.6
Kia Picanto,"£12,493",2023,1 miles,Manual,Petrol,4 seats,1 owner(s),5 doors,1
Kia Ceed,"£17,287",2020,"11,709 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.4
Ford Focus,"£18,351",2020,"20,837 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1
Ford Focus,"£21,355",2023,"1,000 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Ford Kuga,"£26,428",2021,"13,287 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.5
Ford Kuga,"£26,523",2021,"10,455 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.5
Kia Sportage,"£31,461",2023,"5,220 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Sportage,"£22,690",2022,"15,050 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Ford Puma,"£15,990",2020,"19,085 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Suzuki Swift,"£10,316",2018,"51,721 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.4
Hyundai i10,"£11,730",2021,"8,695 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Kia ProCeed,"£26,679",2022,"4,250 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1.6
Ford EcoSport,"£11,450",2020,"42,014 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Toyota Yaris,"£11,999",2018,"32,771 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,1.5
Ford Fiesta,"£22,699",2023,"4,467 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Toyota RAV4,"£24,499",2019,"29,982 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.5
BMW X4,"£25,999",2020,"29,612 miles",Semi-automatic,Diesel,5 seats,1 owner(s),4 doors,2
Kia Sportage,"£31,461",2023,"5,220 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Sportage,"£22,690",2022,"15,050 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia Sportage,"£31,688",2023,"4,895 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia ProCeed,"£19,999",2021,"23,441 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.5
Kia Soul,"£28,002",2023,"5,366 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Peugeot 3008,"£15,273",2019,"17,780 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Kia Sportage,"£29,945",2023,"17,507 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
